t_id,subtipo,tipo
Kiwi001498.png,Total Number of Kiwi fruit,Kiwi
Kiwi001499.png,Total Number of Kiwi fruit,Kiwi
Kiwi0015.png,Total Number of Kiwi fruit,Kiwi
Kiwi00150.png,Total Number of Kiwi fruit,Kiwi
Kiwi001500.png,Total Number of Kiwi fruit,Kiwi
Kiwi001501.png,Total Number of Kiwi fruit,Kiwi
Kiwi001502.png,Total Number of Kiwi fruit,Kiwi
Kiwi001503.png,Total Number of Kiwi fruit,Kiwi
Kiwi001504.png,Total Number of Kiwi fruit,Kiwi
Kiwi001505.png,Total Number of Kiwi fruit,Kiwi
Kiwi001506.png,Total Number of Kiwi fruit,Kiwi
Kiwi001507.png,Total Number of Kiwi fruit,Kiwi
Kiwi001508.png,Total Number of Kiwi fruit,Kiwi
Kiwi001509.png,Total Number of Kiwi fruit,Kiwi
Kiwi00151.png,Total Number of Kiwi fruit,Kiwi
Kiwi001510.png,Total Number of Kiwi fruit,Kiwi
Kiwi001511.png,Total Number of Kiwi fruit,Kiwi
Kiwi001512.png,Total Number of Kiwi fruit,Kiwi
Kiwi001513.png,Total Number of Kiwi fruit,Kiwi
Kiwi001514.png,Total Number of Kiwi fruit,Kiwi
Kiwi001515.png,Total Number of Kiwi fruit,Kiwi
Kiwi001516.png,Total Number of Kiwi fruit,Kiwi
Kiwi001517.png,Total Number of Kiwi fruit,Kiwi
Kiwi001518.png,Total Number of Kiwi fruit,Kiwi
Kiwi001519.png,Total Number of Kiwi fruit,Kiwi
Kiwi00152.png,Total Number of Kiwi fruit,Kiwi
Kiwi001520.png,Total Number of Kiwi fruit,Kiwi
Kiwi001521.png,Total Number of Kiwi fruit,Kiwi
Kiwi001522.png,Total Number of Kiwi fruit,Kiwi
Kiwi001523.png,Total Number of Kiwi fruit,Kiwi
Kiwi001524.png,Total Number of Kiwi fruit,Kiwi
Kiwi001525.png,Total Number of Kiwi fruit,Kiwi
Kiwi001526.png,Total Number of Kiwi fruit,Kiwi
Kiwi001527.png,Total Number of Kiwi fruit,Kiwi
Kiwi001528.png,Total Number of Kiwi fruit,Kiwi
Kiwi001529.png,Total Number of Kiwi fruit,Kiwi
Kiwi00153.png,Total Number of Kiwi fruit,Kiwi
Kiwi001530.png,Total Number of Kiwi fruit,Kiwi
Kiwi001531.png,Total Number of Kiwi fruit,Kiwi
Kiwi001532.png,Total Number of Kiwi fruit,Kiwi
Kiwi001533.png,Total Number of Kiwi fruit,Kiwi
Kiwi001534.png,Total Number of Kiwi fruit,Kiwi
Kiwi001535.png,Total Number of Kiwi fruit,Kiwi
Kiwi001536.png,Total Number of Kiwi fruit,Kiwi
Kiwi001537.png,Total Number of Kiwi fruit,Kiwi
Kiwi001538.png,Total Number of Kiwi fruit,Kiwi
Kiwi001539.png,Total Number of Kiwi fruit,Kiwi
Kiwi00154.png,Total Number of Kiwi fruit,Kiwi
Kiwi001540.png,Total Number of Kiwi fruit,Kiwi
Kiwi001541.png,Total Number of Kiwi fruit,Kiwi
Kiwi001542.png,Total Number of Kiwi fruit,Kiwi
Kiwi001543.png,Total Number of Kiwi fruit,Kiwi
Kiwi001544.png,Total Number of Kiwi fruit,Kiwi
Kiwi001545.png,Total Number of Kiwi fruit,Kiwi
Kiwi001546.png,Total Number of Kiwi fruit,Kiwi
Kiwi001547.png,Total Number of Kiwi fruit,Kiwi
Kiwi001548.png,Total Number of Kiwi fruit,Kiwi
Kiwi001549.png,Total Number of Kiwi fruit,Kiwi
Kiwi00155.png,Total Number of Kiwi fruit,Kiwi
Kiwi001550.png,Total Number of Kiwi fruit,Kiwi
Kiwi001551.png,Total Number of Kiwi fruit,Kiwi
Kiwi001552.png,Total Number of Kiwi fruit,Kiwi
Kiwi001553.png,Total Number of Kiwi fruit,Kiwi
Kiwi001554.png,Total Number of Kiwi fruit,Kiwi
Kiwi001555.png,Total Number of Kiwi fruit,Kiwi
Kiwi001556.png,Total Number of Kiwi fruit,Kiwi
Kiwi001557.png,Total Number of Kiwi fruit,Kiwi
Kiwi001558.png,Total Number of Kiwi fruit,Kiwi
Kiwi001559.png,Total Number of Kiwi fruit,Kiwi
Kiwi00156.png,Total Number of Kiwi fruit,Kiwi
Kiwi001560.png,Total Number of Kiwi fruit,Kiwi
Kiwi001561.png,Total Number of Kiwi fruit,Kiwi
Kiwi001562.png,Total Number of Kiwi fruit,Kiwi
Kiwi001563.png,Total Number of Kiwi fruit,Kiwi
Kiwi001564.png,Total Number of Kiwi fruit,Kiwi
Kiwi001565.png,Total Number of Kiwi fruit,Kiwi
Kiwi001566.png,Total Number of Kiwi fruit,Kiwi
Kiwi001567.png,Total Number of Kiwi fruit,Kiwi
Kiwi001568.png,Total Number of Kiwi fruit,Kiwi
Kiwi001569.png,Total Number of Kiwi fruit,Kiwi
Kiwi00157.png,Total Number of Kiwi fruit,Kiwi
Kiwi001570.png,Total Number of Kiwi fruit,Kiwi
Kiwi001571.png,Total Number of Kiwi fruit,Kiwi
Kiwi001572.png,Total Number of Kiwi fruit,Kiwi
Kiwi001573.png,Total Number of Kiwi fruit,Kiwi
Kiwi001574.png,Total Number of Kiwi fruit,Kiwi
Kiwi001575.png,Total Number of Kiwi fruit,Kiwi
Kiwi001576.png,Total Number of Kiwi fruit,Kiwi
Kiwi001577.png,Total Number of Kiwi fruit,Kiwi
Kiwi001578.png,Total Number of Kiwi fruit,Kiwi
Kiwi001579.png,Total Number of Kiwi fruit,Kiwi
Kiwi00158.png,Total Number of Kiwi fruit,Kiwi
Kiwi001580.png,Total Number of Kiwi fruit,Kiwi
Kiwi001581.png,Total Number of Kiwi fruit,Kiwi
Kiwi001582.png,Total Number of Kiwi fruit,Kiwi
Kiwi001583.png,Total Number of Kiwi fruit,Kiwi
Kiwi001584.png,Total Number of Kiwi fruit,Kiwi
Kiwi001585.png,Total Number of Kiwi fruit,Kiwi
Kiwi001586.png,Total Number of Kiwi fruit,Kiwi
Kiwi001587.png,Total Number of Kiwi fruit,Kiwi
Kiwi001588.png,Total Number of Kiwi fruit,Kiwi
Kiwi001589.png,Total Number of Kiwi fruit,Kiwi
Kiwi00159.png,Total Number of Kiwi fruit,Kiwi
Kiwi001590.png,Total Number of Kiwi fruit,Kiwi
Kiwi001591.png,Total Number of Kiwi fruit,Kiwi
Kiwi001592.png,Total Number of Kiwi fruit,Kiwi
Kiwi001593.png,Total Number of Kiwi fruit,Kiwi
Kiwi001594.png,Total Number of Kiwi fruit,Kiwi
Kiwi001595.png,Total Number of Kiwi fruit,Kiwi
Kiwi001596.png,Total Number of Kiwi fruit,Kiwi
Kiwi001597.png,Total Number of Kiwi fruit,Kiwi
Kiwi001598.png,Total Number of Kiwi fruit,Kiwi
Kiwi001599.png,Total Number of Kiwi fruit,Kiwi
Kiwi0016.png,Total Number of Kiwi fruit,Kiwi
Kiwi00160.png,Total Number of Kiwi fruit,Kiwi
Kiwi001600.png,Total Number of Kiwi fruit,Kiwi
Kiwi001601.png,Total Number of Kiwi fruit,Kiwi
Kiwi001602.png,Total Number of Kiwi fruit,Kiwi
Kiwi001603.png,Total Number of Kiwi fruit,Kiwi
Kiwi001604.png,Total Number of Kiwi fruit,Kiwi
Kiwi001605.png,Total Number of Kiwi fruit,Kiwi
Kiwi001606.png,Total Number of Kiwi fruit,Kiwi
Kiwi001607.png,Total Number of Kiwi fruit,Kiwi
Kiwi001608.png,Total Number of Kiwi fruit,Kiwi
Kiwi001609.png,Total Number of Kiwi fruit,Kiwi
Kiwi00161.png,Total Number of Kiwi fruit,Kiwi
Kiwi001610.png,Total Number of Kiwi fruit,Kiwi
Kiwi001611.png,Total Number of Kiwi fruit,Kiwi
Kiwi001612.png,Total Number of Kiwi fruit,Kiwi
Kiwi001613.png,Total Number of Kiwi fruit,Kiwi
Kiwi001614.png,Total Number of Kiwi fruit,Kiwi
Kiwi001615.png,Total Number of Kiwi fruit,Kiwi
Kiwi001616.png,Total Number of Kiwi fruit,Kiwi
Kiwi001617.png,Total Number of Kiwi fruit,Kiwi
Kiwi001618.png,Total Number of Kiwi fruit,Kiwi
Kiwi001619.png,Total Number of Kiwi fruit,Kiwi
Kiwi00162.png,Total Number of Kiwi fruit,Kiwi
Kiwi001620.png,Total Number of Kiwi fruit,Kiwi
Kiwi001621.png,Total Number of Kiwi fruit,Kiwi
Kiwi001622.png,Total Number of Kiwi fruit,Kiwi
Kiwi001623.png,Total Number of Kiwi fruit,Kiwi
Kiwi001624.png,Total Number of Kiwi fruit,Kiwi
Kiwi001625.png,Total Number of Kiwi fruit,Kiwi
Kiwi001626.png,Total Number of Kiwi fruit,Kiwi
Kiwi001627.png,Total Number of Kiwi fruit,Kiwi
Kiwi001628.png,Total Number of Kiwi fruit,Kiwi
Kiwi001629.png,Total Number of Kiwi fruit,Kiwi
Kiwi00163.png,Total Number of Kiwi fruit,Kiwi
Kiwi001630.png,Total Number of Kiwi fruit,Kiwi
Kiwi001631.png,Total Number of Kiwi fruit,Kiwi
Kiwi001632.png,Total Number of Kiwi fruit,Kiwi
Kiwi001633.png,Total Number of Kiwi fruit,Kiwi
Kiwi001634.png,Total Number of Kiwi fruit,Kiwi
Kiwi001635.png,Total Number of Kiwi fruit,Kiwi
Kiwi001636.png,Total Number of Kiwi fruit,Kiwi
Kiwi001637.png,Total Number of Kiwi fruit,Kiwi
Kiwi001638.png,Total Number of Kiwi fruit,Kiwi
Kiwi001639.png,Total Number of Kiwi fruit,Kiwi
Kiwi00164.png,Total Number of Kiwi fruit,Kiwi
Kiwi001640.png,Total Number of Kiwi fruit,Kiwi
Kiwi001641.png,Total Number of Kiwi fruit,Kiwi
Kiwi001642.png,Total Number of Kiwi fruit,Kiwi
Kiwi001643.png,Total Number of Kiwi fruit,Kiwi
Kiwi001644.png,Total Number of Kiwi fruit,Kiwi
Kiwi001645.png,Total Number of Kiwi fruit,Kiwi
Kiwi001646.png,Total Number of Kiwi fruit,Kiwi
Kiwi001647.png,Total Number of Kiwi fruit,Kiwi
Kiwi001648.png,Total Number of Kiwi fruit,Kiwi
Kiwi001649.png,Total Number of Kiwi fruit,Kiwi
Kiwi00165.png,Total Number of Kiwi fruit,Kiwi
Kiwi001650.png,Total Number of Kiwi fruit,Kiwi
Kiwi001651.png,Total Number of Kiwi fruit,Kiwi
Kiwi001652.png,Total Number of Kiwi fruit,Kiwi
Kiwi001653.png,Total Number of Kiwi fruit,Kiwi
Kiwi001654.png,Total Number of Kiwi fruit,Kiwi
Kiwi001655.png,Total Number of Kiwi fruit,Kiwi
Kiwi001656.png,Total Number of Kiwi fruit,Kiwi
Kiwi001657.png,Total Number of Kiwi fruit,Kiwi
Kiwi001658.png,Total Number of Kiwi fruit,Kiwi
Kiwi001659.png,Total Number of Kiwi fruit,Kiwi
Kiwi00166.png,Total Number of Kiwi fruit,Kiwi
Kiwi001660.png,Total Number of Kiwi fruit,Kiwi
Kiwi001661.png,Total Number of Kiwi fruit,Kiwi
Kiwi001662.png,Total Number of Kiwi fruit,Kiwi
Kiwi001663.png,Total Number of Kiwi fruit,Kiwi
Kiwi001664.png,Total Number of Kiwi fruit,Kiwi
Kiwi001665.png,Total Number of Kiwi fruit,Kiwi
Kiwi001666.png,Total Number of Kiwi fruit,Kiwi
Kiwi001667.png,Total Number of Kiwi fruit,Kiwi
Kiwi001668.png,Total Number of Kiwi fruit,Kiwi
Kiwi001669.png,Total Number of Kiwi fruit,Kiwi
Kiwi00167.png,Total Number of Kiwi fruit,Kiwi
Kiwi001670.png,Total Number of Kiwi fruit,Kiwi
Kiwi001671.png,Total Number of Kiwi fruit,Kiwi
Kiwi001672.png,Total Number of Kiwi fruit,Kiwi
Kiwi001673.png,Total Number of Kiwi fruit,Kiwi
Kiwi001674.png,Total Number of Kiwi fruit,Kiwi
Kiwi001675.png,Total Number of Kiwi fruit,Kiwi
Kiwi001676.png,Total Number of Kiwi fruit,Kiwi
Kiwi001677.png,Total Number of Kiwi fruit,Kiwi
Kiwi001678.png,Total Number of Kiwi fruit,Kiwi
Kiwi001679.png,Total Number of Kiwi fruit,Kiwi
Kiwi00168.png,Total Number of Kiwi fruit,Kiwi
Kiwi001680.png,Total Number of Kiwi fruit,Kiwi
Kiwi001681.png,Total Number of Kiwi fruit,Kiwi
Kiwi001682.png,Total Number of Kiwi fruit,Kiwi
Kiwi001683.png,Total Number of Kiwi fruit,Kiwi
Kiwi001684.png,Total Number of Kiwi fruit,Kiwi
Kiwi001685.png,Total Number of Kiwi fruit,Kiwi
Kiwi001686.png,Total Number of Kiwi fruit,Kiwi
Kiwi001687.png,Total Number of Kiwi fruit,Kiwi
Kiwi001688.png,Total Number of Kiwi fruit,Kiwi
Kiwi001689.png,Total Number of Kiwi fruit,Kiwi
Kiwi00169.png,Total Number of Kiwi fruit,Kiwi
Kiwi001690.png,Total Number of Kiwi fruit,Kiwi
Kiwi001691.png,Total Number of Kiwi fruit,Kiwi
Kiwi001692.png,Total Number of Kiwi fruit,Kiwi
Kiwi001693.png,Total Number of Kiwi fruit,Kiwi
Kiwi001694.png,Total Number of Kiwi fruit,Kiwi
Kiwi001695.png,Total Number of Kiwi fruit,Kiwi
Kiwi001696.png,Total Number of Kiwi fruit,Kiwi
Kiwi001697.png,Total Number of Kiwi fruit,Kiwi
Kiwi001698.png,Total Number of Kiwi fruit,Kiwi
Kiwi001699.png,Total Number of Kiwi fruit,Kiwi
Kiwi0017.png,Total Number of Kiwi fruit,Kiwi
Kiwi00170.png,Total Number of Kiwi fruit,Kiwi
Kiwi001700.png,Total Number of Kiwi fruit,Kiwi
Kiwi001701.png,Total Number of Kiwi fruit,Kiwi
Kiwi001702.png,Total Number of Kiwi fruit,Kiwi
Kiwi001703.png,Total Number of Kiwi fruit,Kiwi
Kiwi001704.png,Total Number of Kiwi fruit,Kiwi
Kiwi001705.png,Total Number of Kiwi fruit,Kiwi
Kiwi001706.png,Total Number of Kiwi fruit,Kiwi
Kiwi001707.png,Total Number of Kiwi fruit,Kiwi
Kiwi001708.png,Total Number of Kiwi fruit,Kiwi
Kiwi001709.png,Total Number of Kiwi fruit,Kiwi
Kiwi00171.png,Total Number of Kiwi fruit,Kiwi
Kiwi001710.png,Total Number of Kiwi fruit,Kiwi
Kiwi001711.png,Total Number of Kiwi fruit,Kiwi
Kiwi001712.png,Total Number of Kiwi fruit,Kiwi
Kiwi001713.png,Total Number of Kiwi fruit,Kiwi
Kiwi001714.png,Total Number of Kiwi fruit,Kiwi
Kiwi001715.png,Total Number of Kiwi fruit,Kiwi
Kiwi001716.png,Total Number of Kiwi fruit,Kiwi
Kiwi001717.png,Total Number of Kiwi fruit,Kiwi
Kiwi001718.png,Total Number of Kiwi fruit,Kiwi
Kiwi001719.png,Total Number of Kiwi fruit,Kiwi
Kiwi00172.png,Total Number of Kiwi fruit,Kiwi
Kiwi001720.png,Total Number of Kiwi fruit,Kiwi
Kiwi001721.png,Total Number of Kiwi fruit,Kiwi
Kiwi001722.png,Total Number of Kiwi fruit,Kiwi
Kiwi001723.png,Total Number of Kiwi fruit,Kiwi
Kiwi001724.png,Total Number of Kiwi fruit,Kiwi
Kiwi001725.png,Total Number of Kiwi fruit,Kiwi
Kiwi001726.png,Total Number of Kiwi fruit,Kiwi
Kiwi001727.png,Total Number of Kiwi fruit,Kiwi
Kiwi001728.png,Total Number of Kiwi fruit,Kiwi
Kiwi001729.png,Total Number of Kiwi fruit,Kiwi
Kiwi00173.png,Total Number of Kiwi fruit,Kiwi
Kiwi001730.png,Total Number of Kiwi fruit,Kiwi
Kiwi001731.png,Total Number of Kiwi fruit,Kiwi
Kiwi001732.png,Total Number of Kiwi fruit,Kiwi
Kiwi001733.png,Total Number of Kiwi fruit,Kiwi
Kiwi001734.png,Total Number of Kiwi fruit,Kiwi
Kiwi001735.png,Total Number of Kiwi fruit,Kiwi
Kiwi001736.png,Total Number of Kiwi fruit,Kiwi
Kiwi001737.png,Total Number of Kiwi fruit,Kiwi
Kiwi001738.png,Total Number of Kiwi fruit,Kiwi
Kiwi001739.png,Total Number of Kiwi fruit,Kiwi
Kiwi00174.png,Total Number of Kiwi fruit,Kiwi
Kiwi001740.png,Total Number of Kiwi fruit,Kiwi
Kiwi001741.png,Total Number of Kiwi fruit,Kiwi
Kiwi001742.png,Total Number of Kiwi fruit,Kiwi
Kiwi001743.png,Total Number of Kiwi fruit,Kiwi
Kiwi001744.png,Total Number of Kiwi fruit,Kiwi
Kiwi001745.png,Total Number of Kiwi fruit,Kiwi
Kiwi001746.png,Total Number of Kiwi fruit,Kiwi
Kiwi001747.png,Total Number of Kiwi fruit,Kiwi
Kiwi001748.png,Total Number of Kiwi fruit,Kiwi
Kiwi001749.png,Total Number of Kiwi fruit,Kiwi
Kiwi00175.png,Total Number of Kiwi fruit,Kiwi
Kiwi001750.png,Total Number of Kiwi fruit,Kiwi
Kiwi001751.png,Total Number of Kiwi fruit,Kiwi
Kiwi001752.png,Total Number of Kiwi fruit,Kiwi
Kiwi001753.png,Total Number of Kiwi fruit,Kiwi
Kiwi001754.png,Total Number of Kiwi fruit,Kiwi
Kiwi001755.png,Total Number of Kiwi fruit,Kiwi
Kiwi001756.png,Total Number of Kiwi fruit,Kiwi
Kiwi001757.png,Total Number of Kiwi fruit,Kiwi
Kiwi001758.png,Total Number of Kiwi fruit,Kiwi
Kiwi001759.png,Total Number of Kiwi fruit,Kiwi
Kiwi00176.png,Total Number of Kiwi fruit,Kiwi
Kiwi001760.png,Total Number of Kiwi fruit,Kiwi
Kiwi001761.png,Total Number of Kiwi fruit,Kiwi
Kiwi001762.png,Total Number of Kiwi fruit,Kiwi
Kiwi001763.png,Total Number of Kiwi fruit,Kiwi
Kiwi001764.png,Total Number of Kiwi fruit,Kiwi
Kiwi001765.png,Total Number of Kiwi fruit,Kiwi
Kiwi001766.png,Total Number of Kiwi fruit,Kiwi
Kiwi001767.png,Total Number of Kiwi fruit,Kiwi
Kiwi001768.png,Total Number of Kiwi fruit,Kiwi
Kiwi001769.png,Total Number of Kiwi fruit,Kiwi
Kiwi00177.png,Total Number of Kiwi fruit,Kiwi
Kiwi001770.png,Total Number of Kiwi fruit,Kiwi
Kiwi001771.png,Total Number of Kiwi fruit,Kiwi
Kiwi001772.png,Total Number of Kiwi fruit,Kiwi
Kiwi001773.png,Total Number of Kiwi fruit,Kiwi
Kiwi001774.png,Total Number of Kiwi fruit,Kiwi
Kiwi001775.png,Total Number of Kiwi fruit,Kiwi
Kiwi001776.png,Total Number of Kiwi fruit,Kiwi
Kiwi001777.png,Total Number of Kiwi fruit,Kiwi
Kiwi001778.png,Total Number of Kiwi fruit,Kiwi
Kiwi001779.png,Total Number of Kiwi fruit,Kiwi
Kiwi00178.png,Total Number of Kiwi fruit,Kiwi
Kiwi001780.png,Total Number of Kiwi fruit,Kiwi
Kiwi001781.png,Total Number of Kiwi fruit,Kiwi
Kiwi001782.png,Total Number of Kiwi fruit,Kiwi
Kiwi001783.png,Total Number of Kiwi fruit,Kiwi
Kiwi001784.png,Total Number of Kiwi fruit,Kiwi
Kiwi001785.png,Total Number of Kiwi fruit,Kiwi
Kiwi001786.png,Total Number of Kiwi fruit,Kiwi
Kiwi001787.png,Total Number of Kiwi fruit,Kiwi
Kiwi001788.png,Total Number of Kiwi fruit,Kiwi
Kiwi001789.png,Total Number of Kiwi fruit,Kiwi
Kiwi00179.png,Total Number of Kiwi fruit,Kiwi
Kiwi001790.png,Total Number of Kiwi fruit,Kiwi
Kiwi001791.png,Total Number of Kiwi fruit,Kiwi
Kiwi001792.png,Total Number of Kiwi fruit,Kiwi
Kiwi001793.png,Total Number of Kiwi fruit,Kiwi
Kiwi001794.png,Total Number of Kiwi fruit,Kiwi
Kiwi001795.png,Total Number of Kiwi fruit,Kiwi
Kiwi001796.png,Total Number of Kiwi fruit,Kiwi
Kiwi001797.png,Total Number of Kiwi fruit,Kiwi
Kiwi001798.png,Total Number of Kiwi fruit,Kiwi
Kiwi001799.png,Total Number of Kiwi fruit,Kiwi
Kiwi0018.png,Total Number of Kiwi fruit,Kiwi
Kiwi00180.png,Total Number of Kiwi fruit,Kiwi
Kiwi001800.png,Total Number of Kiwi fruit,Kiwi
Kiwi001801.png,Total Number of Kiwi fruit,Kiwi
Kiwi001802.png,Total Number of Kiwi fruit,Kiwi
Kiwi001803.png,Total Number of Kiwi fruit,Kiwi
Kiwi001804.png,Total Number of Kiwi fruit,Kiwi
Kiwi001805.png,Total Number of Kiwi fruit,Kiwi
Kiwi001806.png,Total Number of Kiwi fruit,Kiwi
Kiwi001807.png,Total Number of Kiwi fruit,Kiwi
Kiwi001808.png,Total Number of Kiwi fruit,Kiwi
Kiwi001809.png,Total Number of Kiwi fruit,Kiwi
Kiwi00181.png,Total Number of Kiwi fruit,Kiwi
Kiwi001810.png,Total Number of Kiwi fruit,Kiwi
Kiwi001811.png,Total Number of Kiwi fruit,Kiwi
Kiwi001812.png,Total Number of Kiwi fruit,Kiwi
Kiwi001813.png,Total Number of Kiwi fruit,Kiwi
Kiwi001814.png,Total Number of Kiwi fruit,Kiwi
Kiwi001815.png,Total Number of Kiwi fruit,Kiwi
Kiwi001816.png,Total Number of Kiwi fruit,Kiwi
Kiwi001817.png,Total Number of Kiwi fruit,Kiwi
Kiwi001818.png,Total Number of Kiwi fruit,Kiwi
Kiwi001819.png,Total Number of Kiwi fruit,Kiwi
Kiwi00182.png,Total Number of Kiwi fruit,Kiwi
Kiwi001820.png,Total Number of Kiwi fruit,Kiwi
Kiwi001821.png,Total Number of Kiwi fruit,Kiwi
Kiwi001822.png,Total Number of Kiwi fruit,Kiwi
Kiwi001823.png,Total Number of Kiwi fruit,Kiwi
Kiwi001824.png,Total Number of Kiwi fruit,Kiwi
Kiwi001825.png,Total Number of Kiwi fruit,Kiwi
Kiwi001826.png,Total Number of Kiwi fruit,Kiwi
Kiwi001827.png,Total Number of Kiwi fruit,Kiwi
Kiwi001828.png,Total Number of Kiwi fruit,Kiwi
Kiwi001829.png,Total Number of Kiwi fruit,Kiwi
Kiwi00183.png,Total Number of Kiwi fruit,Kiwi
Kiwi001830.png,Total Number of Kiwi fruit,Kiwi
Kiwi001831.png,Total Number of Kiwi fruit,Kiwi
Kiwi001832.png,Total Number of Kiwi fruit,Kiwi
Kiwi001833.png,Total Number of Kiwi fruit,Kiwi
Kiwi001834.png,Total Number of Kiwi fruit,Kiwi
Kiwi001835.png,Total Number of Kiwi fruit,Kiwi
Kiwi001836.png,Total Number of Kiwi fruit,Kiwi
Kiwi001837.png,Total Number of Kiwi fruit,Kiwi
Kiwi001838.png,Total Number of Kiwi fruit,Kiwi
Kiwi001839.png,Total Number of Kiwi fruit,Kiwi
Kiwi00184.png,Total Number of Kiwi fruit,Kiwi
Kiwi001840.png,Total Number of Kiwi fruit,Kiwi
Kiwi001841.png,Total Number of Kiwi fruit,Kiwi
Kiwi001842.png,Total Number of Kiwi fruit,Kiwi
Kiwi001843.png,Total Number of Kiwi fruit,Kiwi
Kiwi001844.png,Total Number of Kiwi fruit,Kiwi
Kiwi001845.png,Total Number of Kiwi fruit,Kiwi
Kiwi001846.png,Total Number of Kiwi fruit,Kiwi
Kiwi001847.png,Total Number of Kiwi fruit,Kiwi
Kiwi001848.png,Total Number of Kiwi fruit,Kiwi
Kiwi001849.png,Total Number of Kiwi fruit,Kiwi
Kiwi00185.png,Total Number of Kiwi fruit,Kiwi
Kiwi001850.png,Total Number of Kiwi fruit,Kiwi
Kiwi001851.png,Total Number of Kiwi fruit,Kiwi
Kiwi001852.png,Total Number of Kiwi fruit,Kiwi
Kiwi001853.png,Total Number of Kiwi fruit,Kiwi
Kiwi001854.png,Total Number of Kiwi fruit,Kiwi
Kiwi001855.png,Total Number of Kiwi fruit,Kiwi
Kiwi001856.png,Total Number of Kiwi fruit,Kiwi
Kiwi001857.png,Total Number of Kiwi fruit,Kiwi
Kiwi001858.png,Total Number of Kiwi fruit,Kiwi
Kiwi001859.png,Total Number of Kiwi fruit,Kiwi
Kiwi00186.png,Total Number of Kiwi fruit,Kiwi
Kiwi001860.png,Total Number of Kiwi fruit,Kiwi
Kiwi001861.png,Total Number of Kiwi fruit,Kiwi
Kiwi001862.png,Total Number of Kiwi fruit,Kiwi
Kiwi001863.png,Total Number of Kiwi fruit,Kiwi
Kiwi001864.png,Total Number of Kiwi fruit,Kiwi
Kiwi001865.png,Total Number of Kiwi fruit,Kiwi
Kiwi001866.png,Total Number of Kiwi fruit,Kiwi
Kiwi001867.png,Total Number of Kiwi fruit,Kiwi
Kiwi001868.png,Total Number of Kiwi fruit,Kiwi
Kiwi001869.png,Total Number of Kiwi fruit,Kiwi
Kiwi00187.png,Total Number of Kiwi fruit,Kiwi
Kiwi001870.png,Total Number of Kiwi fruit,Kiwi
Kiwi001871.png,Total Number of Kiwi fruit,Kiwi
Kiwi001872.png,Total Number of Kiwi fruit,Kiwi
Kiwi001873.png,Total Number of Kiwi fruit,Kiwi
Kiwi001874.png,Total Number of Kiwi fruit,Kiwi
Kiwi001875.png,Total Number of Kiwi fruit,Kiwi
Kiwi001876.png,Total Number of Kiwi fruit,Kiwi
Kiwi001877.png,Total Number of Kiwi fruit,Kiwi
Kiwi001878.png,Total Number of Kiwi fruit,Kiwi
Kiwi001879.png,Total Number of Kiwi fruit,Kiwi
Kiwi00188.png,Total Number of Kiwi fruit,Kiwi
Kiwi001880.png,Total Number of Kiwi fruit,Kiwi
Kiwi001881.png,Total Number of Kiwi fruit,Kiwi
Kiwi001882.png,Total Number of Kiwi fruit,Kiwi
Kiwi001883.png,Total Number of Kiwi fruit,Kiwi
Kiwi001884.png,Total Number of Kiwi fruit,Kiwi
Kiwi001885.png,Total Number of Kiwi fruit,Kiwi
Kiwi001886.png,Total Number of Kiwi fruit,Kiwi
Kiwi001887.png,Total Number of Kiwi fruit,Kiwi
Kiwi001888.png,Total Number of Kiwi fruit,Kiwi
Kiwi001889.png,Total Number of Kiwi fruit,Kiwi
Kiwi00189.png,Total Number of Kiwi fruit,Kiwi
Kiwi001890.png,Total Number of Kiwi fruit,Kiwi
Kiwi001891.png,Total Number of Kiwi fruit,Kiwi
Kiwi001892.png,Total Number of Kiwi fruit,Kiwi
Kiwi001893.png,Total Number of Kiwi fruit,Kiwi
Kiwi001894.png,Total Number of Kiwi fruit,Kiwi
Kiwi001895.png,Total Number of Kiwi fruit,Kiwi
Kiwi001896.png,Total Number of Kiwi fruit,Kiwi
Kiwi001897.png,Total Number of Kiwi fruit,Kiwi
Kiwi001898.png,Total Number of Kiwi fruit,Kiwi
Kiwi001899.png,Total Number of Kiwi fruit,Kiwi
Kiwi0019.png,Total Number of Kiwi fruit,Kiwi
Kiwi00190.png,Total Number of Kiwi fruit,Kiwi
Kiwi001900.png,Total Number of Kiwi fruit,Kiwi
Kiwi001901.png,Total Number of Kiwi fruit,Kiwi
Kiwi001902.png,Total Number of Kiwi fruit,Kiwi
Kiwi001903.png,Total Number of Kiwi fruit,Kiwi
Kiwi001904.png,Total Number of Kiwi fruit,Kiwi
Kiwi001905.png,Total Number of Kiwi fruit,Kiwi
Kiwi001906.png,Total Number of Kiwi fruit,Kiwi
Kiwi001907.png,Total Number of Kiwi fruit,Kiwi
Kiwi001908.png,Total Number of Kiwi fruit,Kiwi
Kiwi001909.png,Total Number of Kiwi fruit,Kiwi
Kiwi00191.png,Total Number of Kiwi fruit,Kiwi
Kiwi001910.png,Total Number of Kiwi fruit,Kiwi
Kiwi001911.png,Total Number of Kiwi fruit,Kiwi
Kiwi001912.png,Total Number of Kiwi fruit,Kiwi
Kiwi001913.png,Total Number of Kiwi fruit,Kiwi
Kiwi001914.png,Total Number of Kiwi fruit,Kiwi
Kiwi001915.png,Total Number of Kiwi fruit,Kiwi
Kiwi001916.png,Total Number of Kiwi fruit,Kiwi
